Allocation,Patron Department,Patron Email,Renewal Count,Actual Start,Scheduled End,Actual End,Duration,Resource Count,Summary
1739653,MDIA,@inside.fixture.edu,0,11/20/2024 9:24 AM,11/20/2024 9:30 PM,11/20/2024 2:19 PM,17700,1,Returned: MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104084 | 
1059486,,@fixture.edu,0,11/21/2024 9:08 AM,11/22/2024 9:30 PM,11/22/2024 8:08 PM,126000,5,Returned: NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104085 | USB-C MULTIPORT HUB - USBC HUB-104086 | RODE WIRELESS MIC - RODE WIRELESS-104087 | USB-C MULTIPORT HUB - USBC HUB-104088 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-104089 | 
6596150,GNRL,@inside.fixture.edu,0,11/20/2024 10:31 AM,11/20/2024 9:30 PM,11/20/2024 12:33 PM,7320,1,Returned: DELL XPS LAPTOP CHARGER - DELL XPS CHRG-104090 | 
3194789,,@fixture.edu,0,11/20/2024 11:08 AM,11/20/2024 9:30 PM,11/20/2024 1:56 PM,10080,1,Returned: INSTA360 X4 CASE - INSTA X4 CASE-104091 | 
5394880,STDA,@inside.fixture.edu,0,11/20/2024 11:41 AM,11/20/2024 9:30 PM,11/20/2024 5:17 PM,20160,3,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104092 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104093 | POWER STRIP - PWRSTRIP-104094 | 
3710895,,@inside.fixture.edu,0,11/20/2024 11:50 AM,11/23/2024 9:30 PM,11/26/2024 7:02 PM,544320,5,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104095 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104096 | LOGITECH WEBCAM - LOGI WEBCAM-104097 | GODOX LIGHT STAND - GODOX STAND-104098 | MACBOOK AIR M3 LAPTOP - MBA M3-104099 | 
8412769,MDIA,@inside.fixture.edu,3,11/20/2024 1:08 PM,12/07/2024 9:30 PM,12/07/2024 1:59 PM,1471860,5,Returned: GODOX POWER SUPPLY - GODOX PSU-104100 | EQUIPMENT CRATE 12x12 - CRATE12-104101 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-104102 | WACOM CINTIQ TABLET - WACOM CINTIQ-104103 | META QUEST CONTROLLER - MQUEST CTRL-104104 | 
8175395,DRAW,@inside.fixture.edu,0,11/20/2024 1:22 PM,11/25/2024 9:30 PM,11/25/2024 7:09 PM,452820,5,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104105 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104106 | GODOX LED LIGHT PANEL - GODOX LED-104107 | MACBOOK AIR M3 LAPTOP - MBA M3-104108 | META QUEST CONTROLLER - MQUEST CTRL-104109 | 
1162230,STDA,@inside.fixture.edu,0,11/20/2024 1:58 PM,11/22/2024 9:30 PM,11/22/2024 2:27 PM,174540,24,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104110 | EPSON PROJECTOR - EPSON PROJ-104111 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104112 | PANASONIC S5 II BODY - PANA S5II-104113 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104114 | RODE WIRELESS MIC - RODE WIRELESS-104115 | POWER STRIP - PWRSTRIP-104116 | MACBOOK AIR M3 LAPTOP - MBA M3-104117 | PANASONIC S5 II BODY - PANA S5II-104118 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-104119 | LOGITECH WEBCAM - LOGI WEBCAM-104120 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-104121 | MACBOOK AIR CHARGING CABLE - MBA CABLE-104122 | POWER STRIP - PWRSTRIP-104123 | SANDISK 128GB SD CARD - SANDISK 128SD-104124 | LOGITECH WEBCAM - LOGI WEBCAM-104125 | DELL XPS LAPTOP - DELL XPS-104126 | LOGITECH WEBCAM - LOGI WEBCAM-104127 | INSTA360 X4 CASE - INSTA X4 CASE-104128 | GODOX POWER SUPPLY - GODOX PSU-104129 | RODE MIC BATTERY - RODE MIC BATT-104130 | INSTA360 X4 BATTERY - INSTA X4 BATT-104131 | WACOM CINTIQ TABLET - WACOM CINTIQ-104132 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104133 | 
2876932,,@inside.fixture.edu,0,11/20/2024 2:25 PM,11/20/2024 9:30 PM,11/20/2024 4:08 PM,6180,3,Returned: USB KEYBOARD - USB KYBD-104134 | POWER STRIP - PWRSTRIP-104135 | EXTENSION CORD 10FT - EXTCORD10-104136 | 
2262382,,@fixture.edu,0,11/22/2024 11:20 AM,11/25/2024 9:30 PM,11/26/2024 11:16 AM,345360,15,Returned: WACOM CINTIQ PEN - WACOM CINTIQ PEN-104137 | ZOOM H5 RECORDER - ZOOM H5-104138 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104139 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104140 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104141 | EPSON PROJECTOR - EPSON PROJ-104142 | USB-C TO HDMI ADAPTER - USBC HDMI-104143 | DELL XPS LAPTOP CHARGER - DELL XPS CHRG-104144 | META QUEST CONTROLLER - MQUEST CTRL-104145 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104146 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-104147 | USB KEYBOARD - USB KYBD-104148 | WACOM ONE TABLET - WACOM ONE-104149 | EXTENSION CORD 10FT - EXTCORD10-104150 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104151 | 
3500715,STDA,@inside.fixture.edu,0,11/20/2024 7:37 PM,11/22/2024 9:30 PM,11/22/2024 1:47 PM,151800,1,Returned: MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104152 | 
1604451,MDIA,@inside.fixture.edu,0,11/25/2024 9:00 AM,11/27/2024 9:30 PM,11/27/2024 12:43 PM,186180,3,Returned: NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104153 | PANASONIC S5 II BODY - PANA S5II-104154 | FUJIFILM X-T5 BODY - FUJI XT5-104155 | 
7194416,DRAW,@inside.fixture.edu,0,11/21/2024 9:07 AM,11/22/2024 9:30 PM,11/22/2024 9:56 PM,132540,1,Returned: GODOX LED LIGHT PANEL - GODOX LED-104156 | 
3484601,MOTP,@inside.fixture.edu,0,11/21/2024 10:11 AM,11/21/2024 9:30 PM,11/21/2024 11:57 AM,6360,2,Returned: EQUIPMENT CRATE 12x12 - CRATE12-104157 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104158 | 
8210624,DRAW,@inside.fixture.edu,0,11/21/2024 1:51 PM,11/21/2024 9:30 PM,11/22/2024 12:42 PM,82260,1,Returned: LOGITECH WEBCAM - LOGI WEBCAM-104159 | 
3138181,STDA,@inside.fixture.edu,0,11/21/2024 7:24 PM,11/22/2024 9:30 PM,11/22/2024 1:43 PM,65940,1,Returned: EXTENSION CORD 10FT - EXTCORD10-104160 | 
1701771,INDD,@inside.fixture.edu,3,11/21/2024 8:45 PM,12/13/2024 2:30 PM,12/16/2024 8:49 AM,2117040,4,Returned: EPSON PROJECTOR - EPSON PROJ-104161 | SANDISK 64GB SD CARD - SANDISK 64SD-104162 | GODOX LED LIGHT PANEL - GODOX LED-104163 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-104164 | 
6171716,STDA,@inside.fixture.edu,0,11/21/2024 9:43 PM,11/22/2024 9:30 PM,11/22/2024 2:37 PM,60840,4,Returned: AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104165 | META QUEST CHARGING CABLE - MQUEST CABLE-104166 | WACOM ONE TABLET - WACOM ONE-104167 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104168 | 
7117837,MDIA,@inside.fixture.edu,0,11/22/2024 9:47 AM,11/22/2024 9:30 PM,11/22/2024 1:24 PM,13020,1,Returned: PANASONIC S5 II BODY - PANA S5II-104169 | 
1669324,MDIA,@inside.fixture.edu,1,11/22/2024 2:51 PM,12/03/2024 9:30 PM,12/03/2024 4:23 PM,955920,22,Returned: MACBOOK AIR CHARGING CABLE - MBA CABLE-104170 | INSTA360 X4 CAMERA - INSTA X4-104171 | HUION DRAWING TABLET - HUION TABLET-104172 | POWER STRIP - PWRSTRIP-104173 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-104174 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104175 | SANDISK 128GB SD CARD - SANDISK 128SD-104176 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104177 | USB-C MULTIPORT HUB - USBC HUB-104178 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-104179 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-104180 | HDMI CABLE 10FT - HDMI10-104181 | USB-C MULTIPORT HUB - USBC HUB-104182 | SANDISK 128GB SD CARD - SANDISK 128SD-104183 | EXTENSION CORD 10FT - EXTCORD10-104184 | GODOX LIGHT STAND - GODOX STAND-104185 | MANFROTTO TRIPOD CASE - MANFRO CASE-104186 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-104187 | POWER STRIP - PWRSTRIP-104188 | GODOX POWER SUPPLY - GODOX PSU-104189 | INSTA360 X4 BATTERY - INSTA X4 BATT-104190 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104191 | 
7003042,,@inside.fixture.edu,1,11/22/2024 2:58 PM,11/27/2024 9:30 PM,11/27/2024 2:07 PM,428940,9,Returned: PANASONIC S5 II BODY - PANA S5II-104192 | GODOX LIGHT STAND - GODOX STAND-104193 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104194 | GODOX LED LIGHT PANEL - GODOX LED-104195 | MANFROTTO TRIPOD CASE - MANFRO CASE-104196 | DELL XPS LAPTOP - DELL XPS-104197 | ZOOM H5 RECORDER - ZOOM H5-104198 | LOGITECH WEBCAM - LOGI WEBCAM-104199 | HDMI CABLE 10FT - HDMI10-104200 | 
4524499,DRAW,@inside.fixture.edu,0,11/22/2024 4:39 PM,11/25/2024 9:30 PM,11/22/2024 8:18 PM,13140,15,Returned: NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104201 | BENQ DATA PROJECTOR - BENQ PROJ-104202 | META QUEST CONTROLLER - MQUEST CTRL-104203 | PANASONIC S5 II BODY - PANA S5II-104204 | POWER STRIP - PWRSTRIP-104205 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104206 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104207 | META QUEST HEADSET - MQUEST HS-104208 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-104209 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-104210 | RODE MIC BATTERY - RODE MIC BATT-104211 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-104212 | GODOX POWER SUPPLY - GODOX PSU-104213 | RODE MIC BATTERY - RODE MIC BATT-104214 | EXTENSION CORD 10FT - EXTCORD10-104215 | 
5186414,MDIA,@inside.fixture.edu,1,11/22/2024 5:09 PM,12/02/2024 9:30 PM,12/12/2024 2:48 PM,1719540,7,Returned: RODE MIC BATTERY - RODE MIC BATT-104216 | FUJIFILM X-T5 BATTERY - FUJI XT5 BATT-104217 | BENQ DATA PROJECTOR - BENQ PROJ-104218 | CARD READER - CARDRDR-104219 | XLR CABLE 15FT - XLR15-104220 | SANDISK 128GB SD CARD - SANDISK 128SD-104221 | MACBOOK AIR M3 LAPTOP - MBA M3-104222 | 
2724590,MDIA,@inside.fixture.edu,0,11/22/2024 6:18 PM,11/25/2024 9:30 PM,12/13/2024 2:11 PM,1799580,4,Returned: MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104223 | EQUIPMENT CRATE 12x12 - CRATE12-104224 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104225 | META QUEST CHARGING CABLE - MQUEST CABLE-104226 | 
6933742,,@gmail.com,0,11/22/2024 6:41 PM,11/26/2024 9:30 PM,11/27/2024 2:11 PM,415800,7,Returned: MACBOOK AIR M3 LAPTOP - MBA M3-104227 | XLR CABLE 25FT - XLR25-104228 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104229 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-104230 | HUION DRAWING TABLET - HUION TABLET-104231 | INSTA360 X4 BATTERY - INSTA X4 BATT-104232 | SANDISK 64GB SD CARD - SANDISK 64SD-104233 | 
7817881,,@fixture.edu,0,11/23/2024 2:02 PM,11/26/2024 9:30 PM,11/26/2024 1:31 PM,257340,10,Returned: FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104234 | EPSON PROJECTOR - EPSON PROJ-104235 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104236 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104237 | USB KEYBOARD - USB KYBD-104238 | MACBOOK AIR M3 LAPTOP - MBA M3-104239 | PANASONIC S5 II BODY - PANA S5II-104240 | ZOOM H5 RECORDER - ZOOM H5-104241 | EQUIPMENT CRATE 12x12 - CRATE12-104242 | WACOM ONE TABLET - WACOM ONE-104243 | 
3592974,,@fixture.edu,0,12/05/2024 7:55 AM,12/05/2024 1:00 PM,12/05/2024 1:07 PM,18720,42,Returned: POWER STRIP - PWRSTRIP-104244 | GODOX LED LIGHT PANEL - GODOX LED-104245 | WACOM ONE TABLET - WACOM ONE-104246 | PANASONIC S5 II BODY - PANA S5II-104247 | INSTA360 X4 BATTERY - INSTA X4 BATT-104248 | CARD READER - CARDRDR-104249 | FUJIFILM X-T5 BODY - FUJI XT5-104250 | CARD READER - CARDRDR-104251 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104252 | INSTA360 X4 CASE - INSTA X4 CASE-104253 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-104254 | USB KEYBOARD - USB KYBD-104255 | MANFROTTO TRIPOD CASE - MANFRO CASE-104256 | BENQ DATA PROJECTOR - BENQ PROJ-104257 | BENQ DATA PROJECTOR - BENQ PROJ-104258 | LEXAR 128GB CF CARD - LEXAR CF128-104259 | ZOOM H5 RECORDER - ZOOM H5-104260 | WACOM CINTIQ TABLET - WACOM CINTIQ-104261 | META QUEST HEADSET - MQUEST HS-104262 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-104263 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-104264 | WACOM CINTIQ TABLET - WACOM CINTIQ-104265 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104266 | INSTA360 X4 BATTERY - INSTA X4 BATT-104267 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104268 | MACBOOK AIR M3 LAPTOP - MBA M3-104269 | EXTENSION CORD 10FT - EXTCORD10-104270 | NIKON Z6 III BATTERY - NIKON Z6III BATT-104271 | USB-C MULTIPORT HUB - USBC HUB-104272 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104273 | POWER STRIP - PWRSTRIP-104274 | LOGITECH WIRELESS MOUSE - LOGI MOUSE-104275 | DELL XPS LAPTOP CHARGER - DELL XPS CHRG-104276 | LEXAR 128GB CF CARD - LEXAR CF128-104277 | USB-C TO HDMI ADAPTER - USBC HDMI-104278 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104279 | BENQ DATA PROJECTOR - BENQ PROJ-104280 | INSTA360 X4 CAMERA - INSTA X4-104281 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104282 | RODE WIRELESS MIC - RODE WIRELESS-104283 | GODOX LED LIGHT PANEL - GODOX LED-104284 | FUJIFILM X-T5 BODY - FUJI XT5-104285 | 
4971793,,@inside.fixture.edu,4,11/25/2024 9:13 AM,04/25/2025 6:30 PM,05/27/2025 8:10 AM,15807420,8,Returned: MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104286 | RODE WIRELESS MIC - RODE WIRELESS-104287 | EPSON PROJECTOR - EPSON PROJ-104288 | CARD READER - CARDRDR-104289 | HDMI CABLE 10FT - HDMI10-104290 | NIKON Z6 III BATTERY - NIKON Z6III BATT-104291 | MACBOOK AIR M3 LAPTOP - MBA M3-104292 | EXTENSION CORD 10FT - EXTCORD10-104293 | 
3726327,,@inside.fixture.edu,5,11/25/2024 11:31 AM,03/03/2025 6:30 PM,02/24/2025 1:36 PM,7869900,3,Returned: EQUIPMENT CRATE 12x12 - CRATE12-104294 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104295 | POWER STRIP - PWRSTRIP-104296 | 
3970445,MOTP,@inside.fixture.edu,0,11/25/2024 12:24 PM,11/25/2024 9:30 PM,11/25/2024 3:59 PM,12900,2,Returned: XLR CABLE 15FT - XLR15-104297 | MACBOOK AIR M3 LAPTOP - MBA M3-104298 | 
7917152,ANIM,@inside.fixture.edu,1,11/25/2024 1:10 PM,12/09/2024 9:30 PM,12/09/2024 1:17 PM,1210020,6,Returned: HUION DRAWING TABLET - HUION TABLET-104299 | CARD READER - CARDRDR-104300 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104301 | META QUEST HEADSET - MQUEST HS-104302 | ZOOM H5 RECORDER - ZOOM H5-104303 | NIKON Z6 III BATTERY - NIKON Z6III BATT-104304 | 
1415846,,@fixture.edu,6,11/25/2024 2:39 PM,09/15/2025 6:30 PM,09/15/2025 9:44 AM,25383900,4,Returned: DELL XPS LAPTOP - DELL XPS-104305 | MANFROTTO TRIPOD - MANFRO TRIPOD-104306 | INSTA360 X4 CAMERA - INSTA X4-104307 | USB-C MULTIPORT HUB - USBC HUB-104308 | 
4009172,,@inside.fixture.edu,2,11/25/2024 4:10 PM,12/09/2024 9:30 PM,12/09/2024 8:40 PM,1225800,10,Returned: POWER STRIP - PWRSTRIP-104309 | POWER STRIP - PWRSTRIP-104310 | FUJIFILM X-T5 BODY - FUJI XT5-104311 | EQUIPMENT CRATE 12x12 - CRATE12-104312 | BENQ DATA PROJECTOR - BENQ PROJ-104313 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104314 | META QUEST CHARGING CABLE - MQUEST CABLE-104315 | GODOX POWER SUPPLY - GODOX PSU-104316 | EQUIPMENT CRATE 12x12 - CRATE12-104317 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104318 | 
6573147,,@fixture.edu,0,11/26/2024 9:14 AM,11/26/2024 9:30 PM,11/26/2024 6:45 PM,34260,1,Returned: XLR CABLE 15FT - XLR15-104319 | 
7907400,DRAW,@inside.fixture.edu,0,11/26/2024 9:54 AM,12/02/2024 9:30 PM,12/12/2024 2:38 PM,1399440,1,Returned: HUION DRAWING TABLET - HUION TABLET-104320 | 
5163555,VIZD,@inside.fixture.edu,2,11/26/2024 10:29 AM,12/13/2024 2:30 PM,01/06/2025 8:00 AM,3533460,3,Returned: XLR CABLE 15FT - XLR15-104321 | PANASONIC S5 II BODY - PANA S5II-104322 | USB-C TO HDMI ADAPTER - USBC HDMI-104323 | 
5476257,,@inside.fixture.edu,0,11/26/2024 11:02 AM,11/26/2024 9:30 PM,12/13/2024 12:45 PM,1474980,2,Returned: NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104324 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-104325 | 
3670896,,@inside.fixture.edu,0,12/13/2024 9:47 AM,12/13/2024 9:30 PM,12/16/2024 8:47 AM,255600,4,Returned: SANDISK 64GB SD CARD - SANDISK 64SD-104326 | INSTA360 X4 BATTERY - INSTA X4 BATT-104327 | LEXAR 128GB CF CARD - LEXAR CF128-104328 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104329 | 
2813543,DGTL,@inside.fixture.edu,0,11/26/2024 11:24 AM,11/26/2024 9:30 PM,11/26/2024 3:45 PM,15660,10,Returned: MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104330 | META QUEST CHARGING CABLE - MQUEST CABLE-104331 | WACOM CINTIQ TABLET - WACOM CINTIQ-104332 | INSTA360 X4 CAMERA - INSTA X4-104333 | SANDISK 64GB SD CARD - SANDISK 64SD-104334 | BENQ DATA PROJECTOR - BENQ PROJ-104335 | SANDISK 128GB SD CARD - SANDISK 128SD-104336 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-104337 | MANFROTTO TRIPOD - MANFRO TRIPOD-104338 | GODOX POWER SUPPLY - GODOX PSU-104339 | 
7417985,,@inside.fixture.edu,0,11/26/2024 12:08 PM,12/02/2024 9:30 PM,12/02/2024 6:31 PM,541380,21,Returned: MANFROTTO TRIPOD CASE - MANFRO CASE-104340 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104341 | ZOOM H5 RECORDER - ZOOM H5-104342 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104343 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-104344 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104345 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-104346 | GODOX POWER SUPPLY - GODOX PSU-104347 | USB-C MULTIPORT HUB - USBC HUB-104348 | RODE WIRELESS MIC - RODE WIRELESS-104349 | HUION DRAWING TABLET - HUION TABLET-104350 | POWER STRIP - PWRSTRIP-104351 | META QUEST CHARGING CABLE - MQUEST CABLE-104352 | LOGITECH WEBCAM - LOGI WEBCAM-104353 | META QUEST CHARGING CABLE - MQUEST CABLE-104354 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104355 | META QUEST HEADSET - MQUEST HS-104356 | MACBOOK AIR M3 LAPTOP - MBA M3-104357 | FUJIFILM X-T5 BODY - FUJI XT5-104358 | META QUEST HEADSET - MQUEST HS-104359 | MANFROTTO TRIPOD CASE - MANFRO CASE-104360 | 
1649691,MDIA,@inside.fixture.edu,0,11/26/2024 12:47 PM,11/27/2024 9:30 PM,11/27/2024 9:30 AM,74580,4,Returned: INSTA360 X4 CAMERA - INSTA X4-104361 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104362 | MANFROTTO TRIPOD CASE - MANFRO CASE-104363 | EPSON PROJECTOR - EPSON PROJ-104364 | 
8896868,VIZD,@inside.fixture.edu,0,11/26/2024 4:36 PM,11/26/2024 9:30 PM,11/26/2024 9:16 PM,16800,11,Returned: MACBOOK AIR CHARGING CABLE - MBA CABLE-104365 | EQUIPMENT CRATE 12x12 - CRATE12-104366 | LAPTOP SLEEVE CASE - LAPTOP SLEEVE-104367 | HUION DRAWING TABLET - HUION TABLET-104368 | RODE WIRELESS MIC - RODE WIRELESS-104369 | INSTA360 X4 BATTERY - INSTA X4 BATT-104370 | USB-C MULTIPORT HUB - USBC HUB-104371 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104372 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-104373 | DELL XPS LAPTOP CHARGER - DELL XPS CHRG-104374 | GODOX LED LIGHT PANEL - GODOX LED-104375 | 
4731818,DRAW,@inside.fixture.edu,3,11/26/2024 7:02 PM,12/09/2024 9:30 PM,12/09/2024 4:23 PM,1113660,8,Returned: RODE WIRELESS MIC - RODE WIRELESS-104376 | NIKON Z6 III CAMERA CASE - NIKON Z6III CASE-104377 | CARD READER - CARDRDR-104378 | SANDISK 128GB SD CARD - SANDISK 128SD-104379 | INSTA360 X4 CAMERA - INSTA X4-104380 | GODOX LED LIGHT PANEL - GODOX LED-104381 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104382 | ZOOM H5 RECORDER - ZOOM H5-104383 | 
4348276,MDIA,@inside.fixture.edu,0,11/27/2024 9:30 AM,11/27/2024 9:30 PM,11/27/2024 12:56 PM,12360,3,Returned: GODOX LED LIGHT PANEL - GODOX LED-104384 | RODE MIC BATTERY - RODE MIC BATT-104385 | WACOM CINTIQ PEN - WACOM CINTIQ PEN-104386 | 
8722606,,@fixture.edu,0,11/27/2024 9:38 AM,11/27/2024 9:30 PM,11/27/2024 12:10 PM,9120,14,Returned: EPSON PROJECTOR - EPSON PROJ-104387 | USB KEYBOARD - USB KYBD-104388 | DELL XPS LAPTOP CHARGER - DELL XPS CHRG-104389 | RODE WIRELESS MIC - RODE WIRELESS-104390 | OLYMPUS OM-D E-M1 BODY - OLY EM1-104391 | POWER STRIP - PWRSTRIP-104392 | PANASONIC S5 II BODY - PANA S5II-104393 | MANFROTTO TRIPOD - MANFRO TRIPOD-104394 | MACBOOK AIR M3 CHARGER - MBA M3 CHRG-104395 | INSTA360 X4 BATTERY - INSTA X4 BATT-104396 | EXTENSION CORD 10FT - EXTCORD10-104397 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104398 | ZOOM H5 RECORDER CASE - ZOOM H5 CASE-104399 | MACBOOK AIR M3 LAPTOP - MBA M3-104400 | 
6866294,,@inside.fixture.edu,0,11/27/2024 1:03 PM,11/27/2024 9:30 PM,11/27/2024 4:07 PM,11040,3,Returned: PANASONIC S5 II BODY - PANA S5II-104401 | META QUEST CONTROLLER - MQUEST CTRL-104402 | EPSON PROJECTOR HDMI CABLE - EPSON PROJ HDMI-104403 | 
6120253,,@inside.fixture.edu,0,11/27/2024 1:50 PM,11/27/2024 9:30 PM,11/27/2024 4:03 PM,7980,3,Returned: MANFROTTO TRIPOD CASE - MANFRO CASE-104404 | INSTA360 X4 BATTERY - INSTA X4 BATT-104405 | USB KEYBOARD - USB KYBD-104406 | 
4818418,MDIA,@inside.fixture.edu,0,11/27/2024 2:55 PM,12/02/2024 9:30 PM,12/13/2024 2:11 PM,1379760,2,Returned: EPSON PROJECTOR - EPSON PROJ-104407 | GODOX LIGHT STAND - GODOX STAND-104408 | 
4740036,ANIM,@inside.fixture.edu,1,11/27/2024 3:23 PM,12/02/2024 9:30 PM,04/08/2025 9:37 AM,11384040,14,Returned: OLYMPUS 12-40mm LENS - OLY 1240 LENS-104409 | LEXAR 128GB CF CARD - LEXAR CF128-104410 | NIKON Z6 III BATTERY CHARGER - NIKON Z6III CHRG-104411 | RODE MIC BATTERY - RODE MIC BATT-104412 | FUJIFILM 18-55mm LENS - FUJI 1855 LENS-104413 | MANFROTTO TRIPOD - MANFRO TRIPOD-104414 | PANASONIC S5 II BATTERY CHARGER - PANA S5II CHRG-104415 | USB-C TO HDMI ADAPTER - USBC HDMI-104416 | NIKON Z6 III BATTERY - NIKON Z6III BATT-104417 | RODE MIC BATTERY - RODE MIC BATT-104418 | ZOOM H5 RECORDER - ZOOM H5-104419 | XLR CABLE 15FT - XLR15-104420 | USB-C MULTIPORT HUB - USBC HUB-104421 | OLYMPUS 12-40mm LENS - OLY 1240 LENS-104422 | 
1397023,DRAW,@inside.fixture.edu,0,11/27/2024 7:11 PM,12/02/2024 9:30 PM,12/02/2024 4:46 PM,423300,4,Returned: RODE WIRELESS MIC - RODE WIRELESS-104423 | META QUEST CONTROLLER - MQUEST CTRL-104424 | AUDIO-TECHNICA HEADPHONES - AT HEADPHONES-104425 | MACBOOK AIR CHARGING CABLE - MBA CABLE-104426 | 
4240180,DRAW,@inside.fixture.edu,0,11/27/2024 7:11 PM,12/02/2024 9:30 PM,12/02/2024 4:46 PM,423300,4,Returned: OLYMPUS OM-D E-M1 BODY - OLY EM1-104427 | MACBOOK AIR M3 LAPTOP - MBA M3-104428 | RODE MIC BATTERY - RODE MIC BATT-104429 | NIKON Z6 III MIRRORLESS BODY - NIKON Z6III-104430 | 
